validated,Measurement System,Domain,Item ID,Stem,Context,DataType,Responses,Inst,hcp_variable,action_requested,requested_python,specialty_code,hcp_variable_upload,nda_structure,nda_element,template,inst_short,Source,description,valueRange,notes
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC2,FLANKER_ARROW_PRAC2,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac2,,"studydata['flanker_arrow_prac2']=studydata['flanker_arrow_prac2'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac2,flanker01,flanker_arrow_prac2,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Practice Item 2,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC3,FLANKER_ARROW_PRAC3,right-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac3,,"studydata['flanker_arrow_prac3']=studydata['flanker_arrow_prac3'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac3,flanker01,flanker_arrow_prac3,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Practice Item 3,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC4,FLANKER_ARROW_PRAC4,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac4,,"studydata['flanker_arrow_prac4']=studydata['flanker_arrow_prac4'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac4,flanker01,flanker_arrow_prac4,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Practice Item 4,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC5,FLANKER_ARROW_PRAC5,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac5,,"studydata['flanker_arrow_prac5']=studydata['flanker_arrow_prac5'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac5,flanker01,flanker_arrow_prac5,Flanker_12+_flanker01_template.csv,Flanker_12,HCPA,Flanker Arrow Practice Item 5,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC6,FLANKER_ARROW_PRAC6,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac6,,"studydata['flanker_arrow_prac6']=studydata['flanker_arrow_prac6'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac6,flanker01,flanker_arrow_prac6,Flanker_12+_flanker01_template.csv,Flanker_12,HCPA,Flanker Arrow Practice Item 6,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC7,FLANKER_ARROW_PRAC7,right-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac7,,"studydata['flanker_arrow_prac7']=studydata['flanker_arrow_prac7'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac7,flanker01,flanker_arrow_prac7,Flanker_12+_flanker01_template.csv,Flanker_12,HCPA,Flanker Arrow Practice Item 7,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_PRAC8,FLANKER_ARROW_PRAC8,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_prac8,,"studydata['flanker_arrow_prac8']=studydata['flanker_arrow_prac8'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_prac8,flanker01,flanker_arrow_prac8,Flanker_12+_flanker01_template.csv,Flanker_12,HCPA,Flanker Arrow Practice Item 8,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT1,FLANKER_ARROW_CONGRUENT1,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent1,,"studydata['flanker_arrow_congruent1']=studydata['flanker_arrow_congruent1'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent1,flanker01,flanker_arrow_congruent1,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 1,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT2,FLANKER_ARROW_CONGRUENT2,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent2,,"studydata['flanker_arrow_congruent2']=studydata['flanker_arrow_congruent2'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent2,flanker01,flanker_arrow_congruent2,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 2,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT3,FLANKER_ARROW_INCONGRUENT3,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent3,,"studydata['flanker_arrow_incongruent3']=studydata['flanker_arrow_incongruent3'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent3,flanker01,flanker_arrow_incongruent3,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 3,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT4,FLANKER_ARROW_CONGRUENT4,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent4,,"studydata['flanker_arrow_congruent4']=studydata['flanker_arrow_congruent4'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent4,flanker01,flanker_arrow_congruent4,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 4,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT5,FLANKER_ARROW_INCONGRUENT5,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent5,,"studydata['flanker_arrow_incongruent5']=studydata['flanker_arrow_incongruent5'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent5,flanker01,flanker_arrow_incongruent5,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 5,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT6,FLANKER_ARROW_CONGRUENT6,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent6,,"studydata['flanker_arrow_congruent6']=studydata['flanker_arrow_congruent6'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent6,flanker01,flanker_arrow_congruent6,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 6,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT7,FLANKER_ARROW_INCONGRUENT7,right-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent7,,"studydata['flanker_arrow_incongruent7']=studydata['flanker_arrow_incongruent7'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent7,flanker01,flanker_arrow_incongruent7,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 7,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT8,FLANKER_ARROW_CONGRUENT8,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent8,,"studydata['flanker_arrow_congruent8']=studydata['flanker_arrow_congruent8'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent8,flanker01,flanker_arrow_congruent8,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 8,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT9,FLANKER_ARROW_CONGRUENT9,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent9,,"studydata['flanker_arrow_congruent9']=studydata['flanker_arrow_congruent9'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent9,flanker01,flanker_arrow_congruent9,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 9,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT10,FLANKER_ARROW_INCONGRUENT10,right-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent10,,"studydata['flanker_arrow_incongruent10']=studydata['flanker_arrow_incongruent10'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent10,flanker01,flanker_arrow_incongruent10,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 10,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT11,FLANKER_ARROW_CONGRUENT11,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent11,,"studydata['flanker_arrow_congruent11']=studydata['flanker_arrow_congruent11'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent11,flanker01,flanker_arrow_congruent11,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 11,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT12,FLANKER_ARROW_CONGRUENT12,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent12,,"studydata['flanker_arrow_congruent12']=studydata['flanker_arrow_congruent12'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent12,flanker01,flanker_arrow_congruent12,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 12,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT13,FLANKER_ARROW_INCONGRUENT13,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent13,,"studydata['flanker_arrow_incongruent13']=studydata['flanker_arrow_incongruent13'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent13,flanker01,flanker_arrow_incongruent13,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 13,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT14,FLANKER_ARROW_CONGRUENT14,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent14,,"studydata['flanker_arrow_congruent14']=studydata['flanker_arrow_congruent14'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent14,flanker01,flanker_arrow_congruent14,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 14,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT15,FLANKER_ARROW_INCONGRUENT15,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent15,,"studydata['flanker_arrow_incongruent15']=studydata['flanker_arrow_incongruent15'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent15,flanker01,flanker_arrow_incongruent15,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 15,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT16,FLANKER_ARROW_CONGRUENT16,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent16,,"studydata['flanker_arrow_congruent16']=studydata['flanker_arrow_congruent16'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent16,flanker01,flanker_arrow_congruent16,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 16,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT17,FLANKER_ARROW_INCONGRUENT17,right-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent17,,"studydata['flanker_arrow_incongruent17']=studydata['flanker_arrow_incongruent17'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent17,flanker01,flanker_arrow_incongruent17,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 17,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT18,FLANKER_ARROW_CONGRUENT18,right-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent18,,"studydata['flanker_arrow_congruent18']=studydata['flanker_arrow_congruent18'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent18,flanker01,flanker_arrow_congruent18,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 18,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_CONGRUENT19,FLANKER_ARROW_CONGRUENT19,left-arrow@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_congruent19,,"studydata['flanker_arrow_congruent19']=studydata['flanker_arrow_congruent19'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_congruent19,flanker01,flanker_arrow_congruent19,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Congruent Item 19,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_ARROW_INCONGRUENT20,FLANKER_ARROW_INCONGRUENT20,left-arrow@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,flanker_arrow_incongruent20,,"studydata['flanker_arrow_incongruent20']=studydata['flanker_arrow_incongruent20'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_arrow_incongruent20,flanker01,flanker_arrow_incongruent20,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Arrow Incongruent Item 20,0;1,0=Incorrect; 1=Correct
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,Age_Corrected_Standard_Score,,studydata['nih_flanker_ageadjusted']=studydata['Age_Corrected_Standard_Score'],,nih_flanker_ageadjusted,flanker01,nih_flanker_ageadjusted,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Age Adjusted scaled score for Flanker subtest,0::200;999,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,flanker01,version_form,,Flanker_12,,Form used/assessment name,,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,flanker01,fneproc,,Flanker_12,,name of trial procedure being run,,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,flanker01,comqother,,Flanker_12,,Respondent - Other (text),,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,Computed_Score,,studydata['nih_flanker_computed']=studydata['Computed_Score'],,nih_flanker_computed,flanker01,nih_flanker_computed,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Computed Score for Flanker subtest,0::1000;999,Computed score provided by NIH (equal to accuracy)
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,ItmCnt,,"studydata['wcst_ni']=studydata.ItmCnt.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,wcst_ni,flanker01,wcst_ni,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Number of Items,,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,Language,,studydata['interview_language']=studydata['Language'],,interview_language,flanker01,interview_language,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Language Used in the Interview,,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,National_Percentile__age_adjusted_,,studydata['nih_flanker_natperc']=studydata['National_Percentile__age_adjusted_'],,nih_flanker_natperc,flanker01,nih_flanker_natperc,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Age Adjusted National Percentile for Flanker subtest,0::100;999,
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,RawScore,,"studydata['nih_flanker_raw']=studydata.RawScore.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,nih_flanker_raw,flanker01,nih_flanker_raw,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Flanker Raw Score,0::40;999,Raw score on Flanker subtest
,,,,,,,,NIH Toolbox Flanker Inhibitory Control and Attention Test Age 12+ v2.1,Uncorrected_Standard_Score,,studydata['nih_flanker_unadjusted']=studydata['Uncorrected_Standard_Score'],,nih_flanker_unadjusted,flanker01,nih_flanker_unadjusted,Flanker_12+_flanker01_template.csv,Flanker_12,HCPD HCPA,Unadjusted scaled score for Flanker subtest,0::200;999,
,NIH Toolbox,Cognition,FLANKER_FISH_PRAC1,FLANKER_FISH_PRAC1,left-fish@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 3-7 v2.1,flanker_fish_prac1,,"studydata['flanker_fish_prac1']=studydata['flanker_fish_prac1'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_fish_prac1,flanker01,flanker_fish_prac1,Flanker_3-7.flanker01_template.csv,Flanker_3-7,HCPD,Flanker Fish Practice Item 1,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_FISH_PRAC2,FLANKER_FISH_PRAC2,right-fish@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 3-7 v2.1,flanker_fish_prac2,,"studydata['flanker_fish_prac2']=studydata['flanker_fish_prac2'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_fish_prac2,flanker01,flanker_fish_prac2,Flanker_3-7.flanker01_template.csv,Flanker_3-7,HCPD,Flanker Fish Practice Item 2,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_FISH_PRAC3,FLANKER_FISH_PRAC3,right-fish@2x.png,integer,"1=Left
0=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 3-7 v2.1,flanker_fish_prac3,,"studydata['flanker_fish_prac3']=studydata['flanker_fish_prac3'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_fish_prac3,flanker01,flanker_fish_prac3,Flanker_3-7.flanker01_template.csv,Flanker_3-7,HCPD,Flanker Fish Practice Item 3,0;1,0=Incorrect; 1=Correct
,NIH Toolbox,Cognition,FLANKER_FISH_PRAC4,FLANKER_FISH_PRAC4,left-fish@2x.png,integer,"0=Left
1=Right
",NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 3-7 v2.1,flanker_fish_prac4,,"studydata['flanker_fish_prac4']=studydata['flanker_fish_prac4'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,flanker_fish_prac4,flanker01,flanker_fish_prac4,Flanker_3-7.flanker01_template.csv,Flanker_3-7,HCPD,Flanker Fish Practice Item 4,0;1,0=Incorrect; 1=Correct
